Name,Country,Industry,mvUsd
L E Lundbergforetagen AB,Sweden,Financials,77881914
L&C Bio Co Ltd,South Korea,Health Care,10078997
L&F Co Ltd,South Korea,Technology,65471990
L&K Engineering Co Ltd,Taiwan,Industrials,2856625
L&T Finance Holdings Ltd,India,Financials,7892224
L&T Technology Services Ltd,India,Industrials,7751083
L'Occitane International SA,Hong Kong,Consumer Staples,24116170
L'Oreal SA,France,Consumer Discretionary,2141387191
L3Harris Technologies Inc,United States,Industrials,332897600
LAMDA Development SA,Greece,Real Estate,9271468
LANXESS AG,Germany,Basic Materials,161749869
LB Group Co Ltd,China,Basic Materials,12203581
LCI Industries,United States,Consumer Discretionary,18563128
LEC Inc,Japan,Consumer Discretionary,1683240
LEENO Industrial Inc,South Korea,Technology,31257279
LEG Immobilien SE,Germany,Real Estate,117072614
LEM Holding SA,Switzerland,Industrials,23491472
LF Corp,South Korea,Consumer Discretionary,2092488
LG Chem Ltd,South Korea,Basic Materials,447325803
LG Corp,South Korea,Industrials,104852495
LG Display Co Ltd,South Korea,Technology,10
LG Electronics Inc,South Korea,Consumer Discretionary,138077856
LG Energy Solution Ltd,South Korea,Industrials,190254066
LG H&H Co Ltd,South Korea,Consumer Staples,89579128
LG HelloVision Co Ltd,South Korea,Consumer Discretionary,720260
LG Innotek Co Ltd,South Korea,Technology,54487476
LG Uplus Corp,South Korea,Telecommunications,29625470
LGI Homes Inc,United States,Consumer Discretionary,5927604
LGMS Bhd,Malaysia,Technology,989552
LHC Group Inc,United States,Health Care,62341358
LHV Group AS,Estonia,Financials,2208315
LIC Housing Finance Ltd,India,Financials,72586030
LIFENET INSURANCE CO,Japan,Financials,23982576
LIFULL Co Ltd,Japan,Real Estate,1012636
LIG Nex1 Co Ltd,South Korea,Industrials,46361975
LIKE Inc,Japan,Industrials,9010386
LISI,France,Industrials,9822799
LITALICO Inc,Japan,Industrials,3435456
LK Technology Holdings Ltd,Hong Kong,Industrials,27430767
LKQ Corp,United States,Consumer Discretionary,236333962
LONGi Green Energy Technology Co Ltd,China,Technology,217512373
LOTTE Fine Chemical Co Ltd,South Korea,Basic Materials,12736177
LOTTE Himart Co Ltd,South Korea,Consumer Discretionary,1019128
LOTTE Reit Co Ltd,South Korea,Real Estate,3165071
LPI Capital Bhd,Malaysia,Financials,4458864
LPKF Laser & Electronics SE,Germany,Technology,3725631
LPL Financial Holdings Inc,United States,Financials,217799273
LPN Development PCL,Thailand,Real Estate,437283
LPP SA,Poland,Consumer Discretionary,39487250
LS Corp,South Korea,Technology,17645094
LS Electric Co Ltd,South Korea,Industrials,23183675
LSB Industries Inc,United States,Basic Materials,2880780
LSR Group PJSC,Russia,Real Estate,516757
LTC Properties Inc,United States,Real Estate,14136712
LTIMindtree Ltd,India,Technology,65990677
LU-VE SpA,Italy,Industrials,9373443
LUKOIL PJSC,Russia,Energy,54468733
LVGEM China Real Estate Investment Co Ltd,China,Real Estate,1322
LVMC Holdings,South Korea,Consumer Discretionary,148711
LVMH Moet Hennessy Louis Vuitton SE,France,Consumer Discretionary,4197756043
LX Hausys Ltd,South Korea,Industrials,1132612
LX Holdings Corp,South Korea,Industrials,2148023
LX INTERNATIONAL CORP,South Korea,Industrials,6023661
LX Semicon Co Ltd,South Korea,Technology,6914442
LXI REIT Plc,United Kingdom,Real Estate,39890577
LXP Industrial Trust,United States,Real Estate,29909560
La Francaise des Jeux SAEM,France,Consumer Discretionary,86716056
La-Z-Boy Inc,United States,Consumer Discretionary,6761520
LaSalle Logiport REIT,Japan,Real Estate,36861406
Laboratorios Farmaceuticos Rovi SA,Spain,Health Care,31975599
Laboratory Corp of America Holdings,United States,Health Care,214261133
Labrador Iron Ore Royalty Corp,Canada,Basic Materials,620076
Ladder Capital Corp,United States,Financials,10882778
Lagardere SA,France,Consumer Discretionary,7345324
Lagercrantz Group AB,Sweden,Technology,49308963
Lake Materials Co Ltd,South Korea,Basic Materials,2496111
Lake Resources NL,Australia,Basic Materials,8975335
Lakshmi Machine Works Ltd,India,Industrials,3815161
Lam Research Corp,United States,Technology,617500557
Lamar Advertising Co,United States,Real Estate,79703242
Lamb Weston Holdings Inc,United States,Consumer Staples,44705914
Lancashire Holdings Ltd,United Kingdom,Financials,37881937
Lancaster Colony Corp,United States,Consumer Staples,19830031
Land & Houses PCL,Thailand,Real Estate,16144818
Land Securities Group PLC,United Kingdom,Real Estate,433847804
LandMark Optoelectronics Corp,Taiwan,Technology,2157557
Landis+Gyr Group AG,Switzerland,Industrials,43955311
Landstar System Inc,United States,Industrials,54341322
Lantheus Holdings Inc,United States,Health Care,52925833
Lao Feng Xiang Co Ltd,China,Consumer Discretionary,10733407
Laox Holdings Co Ltd,Japan,Consumer Discretionary,200658
Lar Espana Real Estate Socimi SA,Spain,Real Estate,6208569
Largan Precision Co Ltd,Taiwan,Consumer Discretionary,114927158
Lark Distilling Co Ltd,Australia,Consumer Staples,3645845
Larsen & Toubro Ltd,India,Industrials,262334727
Las Vegas Sands Corp,United States,Consumer Discretionary,160819435
Lasertec Corp,Japan,Technology,197725172
Lastminute.com NV,Switzerland,Consumer Discretionary,22
Lattice Semiconductor Corp,United States,Technology,93971543
Laureate Education Inc,United States,Consumer Discretionary,16959473
Laurentian Bank of Canada,Canada,Financials,11583994
Laurus Labs Ltd,India,Health Care,13365486
Lawson Inc,Japan,Consumer Staples,53584894
Lazard Ltd,United States,Financials,29190615
Leaders Cosmetics Co Ltd,South Korea,Consumer Discretionary,30
Lealea Enterprise Co Ltd,Taiwan,Basic Materials,842938
Lear Corp,United States,Consumer Discretionary,57564007
Lectra,France,Technology,3021229
Lee & Man Paper Manufacturing Ltd,China,Basic Materials,8076934
Legal & General Group PLC,United Kingdom,Financials,297775308
Legalzoom.com Inc,United States,Industrials,376822
Legend Biotech Corp,United States,Health Care,10270740
Legend Holdings Corp,China,Technology,6558403
Leggett & Platt Inc,United States,Consumer Discretionary,30894034
LegoChem Biosciences Inc,South Korea,Health Care,5292423
Legrand SA,France,Industrials,637549667
Leidos Holdings Inc,United States,Technology,163656180
Lemon Tree Hotels Ltd,India,Consumer Discretionary,905911
Lemonade Inc,United States,Financials,350974
LendingTree Inc,United States,Financials,1749209
Lendlease Corp Ltd,Australia,Industrials,54412949
Lendlease Global Commercial REIT,Singapore,Real Estate,13951140
Lennar Corp,United States,Consumer Discretionary,226988185
Lennox International Inc,United States,Industrials,60765138
Lenovo Group Ltd,Hong Kong,Technology,93905254
Lens Technology Co Ltd,China,Technology,787895
Lenta International Co PJSC,Russia,Consumer Staples,3372060
Lenzing AG,Austria,Basic Materials,19860263
Leo Lithium Ltd,Australia,Basic Materials,1537905
Leonardo SpA,Italy,Industrials,96810356
Leonteq AG,Switzerland,Financials,12523130
Leopalace21 Corp,Japan,Real Estate,4217730
Lepidico Ltd,Australia,Basic Materials,2088702
Lepu Medical Technology Beijing Co Ltd,China,Health Care,35653761
Leslie's Inc,United States,Consumer Discretionary,20726622
Li Auto Inc,China,Consumer Discretionary,139947204
Li Cheng Enterprise Co Ltd,Taiwan,Basic Materials,530675
Li Peng Enterprise Co Ltd,Taiwan,Basic Materials,3320109
Lianhe Chemical Technology Co Ltd,China,Basic Materials,18216045
Liberty Broadband Corp,United States,Telecommunications,133720922
Liberty Energy Inc,United States,Energy,15353046
Liberty Financial Group Ltd,Australia,Financials,7193134
Liberty Global PLC,United States,Telecommunications,119940316
Liberty Latin America Ltd,United States,Telecommunications,13270305
Liberty Media Corp-Liberty Braves,United States,Consumer Discretionary,15444416
Liberty Media Corp-Liberty Formula One,United States,Consumer Discretionary,157567132
Liberty Media Corp-Liberty SiriusXM,United States,Consumer Discretionary,117656138
Liberty TripAdvisor Holdings Inc,United States,Consumer Discretionary,528
Liechtensteinische Landesbank AG,Switzerland,Financials,1914944
Lien Hwa Industrial Holdings Corp,Taiwan,Consumer Staples,22652620
Lifco AB,Sweden,Industrials,100071258
Life Corp,Japan,Consumer Staples,3353735
Life Healthcare Group Holdings Ltd,South Africa,Health Care,12066399
Life Insurance Corp of India,India,Financials,19619587
Life Storage Inc,United States,Real Estate,295752061
Life Time Group Holdings Inc,United States,Consumer Discretionary,7471268
Life360 Inc,Australia,Technology,6367823
LifeStance Health Group Inc,United States,Health Care,5971536
Lifestyle Communities Ltd,Australia,Real Estate,18373995
Lifetech Scientific Corp,China,Health Care,4458586
Ligand Pharmaceuticals Inc,United States,Health Care,9690476
Light & Wonder Inc,United States,Consumer Discretionary,87240867
Light SA,Brazil,Utilities,526
Lightspeed Commerce Inc,Canada,Technology,20806686
Limeade Inc,United States,Technology,1618173
Linamar Corp,Canada,Consumer Discretionary,23751075
Lincoln Electric Holdings Inc,United States,Industrials,96737789
Lincoln National Corp,United States,Financials,61390203
Lindab International AB,Sweden,Industrials,33039279
Linde India Ltd,India,Basic Materials,6500409
Linde PLC,United States,Basic Materials,2384089414
Lindsay Corp,United States,Industrials,21111874
Linea Directa Aseguradora SA Cia de Seguros y Reaseguros,Spain,Financials,13392504
Lingsen Precision Industries Ltd,Taiwan,Technology,3207638
Linical Co Ltd,Japan,Health Care,438228
Link Administration Holdings Ltd,Australia,Industrials,9527682
Link And Motivation Inc,Japan,Industrials,2161651
Link REIT,Hong Kong,Real Estate,283257159
Link-U Inc,Japan,Technology,2289522
Linklogis Inc,China,Technology,5227
Lintec Corp,Japan,Basic Materials,11444050
Lion Brewery Ceylon PLC,Sri Lanka,Consumer Staples,309036
Lion Corp,Japan,Consumer Staples,45743147
Lions Gate Entertainment Corp,United States,Consumer Discretionary,9206574
Liontown Resources Ltd,Australia,Basic Materials,26264962
Liontrust Asset Management PLC,United Kingdom,Financials,27317730
Lippo Malls Indonesia Retail Trust,Singapore,Real Estate,2104308
Lite-On Technology Corp,Taiwan,Technology,65899793
Lithia Motors Inc,United States,Consumer Discretionary,65185121
Lithium Americas Corp,Canada,Basic Materials,17578973
Littelfuse Inc,United States,Industrials,59510812
Litu Holdings Ltd,China,Industrials,53155
LivaNova PLC,United States,Health Care,50390165
Live Nation Entertainment Inc,United States,Consumer Discretionary,112597601
Live Oak Bancshares Inc,United States,Financials,5642085
LiveChat Software SA,Poland,Telecommunications,14979341
LivePerson Inc,United States,Technology,2294560
LiveRamp Holdings Inc,United States,Technology,21513349
Livent Corp,United States,Basic Materials,31993740
Livzon Pharmaceutical Group Inc,China,Health Care,26847845
Lixil Corp,Japan,Industrials,55987178
Lloyds Banking Group PLC,United Kingdom,Financials,671314765
Loblaw Cos Ltd,Canada,Consumer Staples,149736193
Localiza Rent a Car SA,Brazil,Consumer Discretionary,161131265
Locaweb Servicos de Internet SA,Brazil,Technology,1071336
Lock&Lock Co Ltd,South Korea,Consumer Discretionary,612749
Locondo Inc,Japan,Technology,2259942
Loews Corp,United States,Financials,417751294
Log-in Logistica Intermodal SA,Brazil,Industrials,12909042
Logan Group Co Ltd,China,Real Estate,160
Logistics Development Group PLC,United Kingdom,Industrials,650804
Logitech International SA,Switzerland,Technology,235815128
Logo Yazilim Sanayi Ve Ticaret AS,Turkey,Technology,11064371
Lojas Quero Quero S/A,Brazil,Consumer Discretionary,7077952
Lojas Renner SA,Brazil,Consumer Discretionary,67753934
London Stock Exchange Group PLC,United Kingdom,Financials,808898739
LondonMetric Property PLC,United Kingdom,Real Estate,126390603
Longfor Group Holdings Ltd,China,Real Estate,98208433
Longshine Technology Group Co Ltd,China,Technology,1245317
Lonking Holdings Ltd,China,Industrials,5120901
Lonza Group AG,Switzerland,Health Care,912945078
Lookers PLC,United Kingdom,Consumer Discretionary,9707049
Loomis AB,Sweden,Industrials,50807785
Loongson Technology Corp Ltd,China,Technology,9833566
Lotes Co Ltd,Taiwan,Technology,44617411
Lotte Chemical Corp,South Korea,Industrials,1060836
Lotte Chemical Titan Holding Bhd,Malaysia,Industrials,38229
Lotte Chilsung Beverage Co Ltd,South Korea,Consumer Staples,1589915
Lotte Confectionery Co Ltd,South Korea,Consumer Staples,2122461
Lotte Corp,South Korea,Consumer Staples,5904684
Lotte Data Communication Co,South Korea,Technology,193278
Lotte Rental Co Ltd,South Korea,Consumer Discretionary,3106071
Lotte Shopping Co Ltd,South Korea,Consumer Discretionary,7564334
Lotte Tour Development Co Ltd,South Korea,Consumer Discretionary,2973717
Lottery Corp Ltd/The,Australia,Consumer Discretionary,134336499
Lotus Bakeries NV,Belgium,Consumer Staples,61238037
Lotus Pharmaceutical Co Ltd,Taiwan,Health Care,18112541
Louisiana-Pacific Corp,United States,Industrials,37575602
Lovisa Holdings Ltd,Australia,Consumer Discretionary,7202120
Lowe's Cos Inc,United States,Consumer Discretionary,1431650576
Lucid Group Inc,United States,Consumer Discretionary,28487793
Lufax Holding Ltd,China,Financials,29421900
Luk Fook Holdings International Ltd,Hong Kong,Consumer Discretionary,17374102
Luka Koper,Slovenia,Industrials,7732409
Lululemon Athletica Inc,United States,Consumer Discretionary,83580414
Lumen Technologies Inc,United States,Telecommunications,32059220
Lumens Co Ltd,South Korea,Telecommunications,23568
Lumentum Holdings Inc,United States,Telecommunications,34040299
Luminar Technologies Inc,United States,Consumer Discretionary,10380660
Lundin Mining Corp,Canada,Basic Materials,18327783
Lung Kee Bermuda Holdings,China,Basic Materials,4492303
Lung Yen Life Service Corp,Taiwan,Consumer Discretionary,4207955
Luoyang Glass Co Ltd,China,Industrials,3698166
Lupin Ltd,India,Health Care,63326826
Lutronic Corp,South Korea,Health Care,9066272
Luxshare Precision Industry Co Ltd,China,Telecommunications,224150198
Luye Pharma Group Ltd,China,Health Care,467057
Luzhou Laojiao Co Ltd,China,Consumer Staples,11383616
Lyft Inc,United States,Consumer Discretionary,75722365
Lygend Resources & Technology Co Ltd-H,China,Basic Materials,2184860
LyondellBasell Industries NV,United States,Basic Materials,32021931
M&A Capital Partners Co Ltd,Japan,Financials,19527490
M&C Saatchi PLC,United Kingdom,Consumer Discretionary,3339475
M&G PLC,United Kingdom,Financials,242305538
M&T Bank Corp,United States,Financials,224911178
M.I.Tech Co Ltd,South Korea,Health Care,6955376
M.Video PJSC,Russia,Consumer Discretionary,632743
M3 Inc,Japan,Health Care,184351629
M31 Technology Corp,Taiwan,Technology,6170552
MA Financial Group Ltd,Australia,Financials,4341109
MACOM Technology Solutions Holdings Inc,United States,Technology,6973586
MARR SpA,Italy,Consumer Staples,6341903
MARUKA FURUSATO Corp,Japan,Industrials,4690712
MBIA Inc,United States,Financials,13
MBK PCL,Thailand,Industrials,38163943
MCJ Co Ltd,Japan,Technology,20864411
MD Medical Group Investments PLC,Russia,Health Care,2890395
MD Pictures Tbk PT,Indonesia,Consumer Discretionary,245383
MDC Holdings Inc,United States,Consumer Discretionary,13290834
MDU Resources Group Inc,United States,Industrials,61384829
ME GROUP INTERNATIONAL PLC,United Kingdom,Consumer Discretionary,7282461
MEC Co Ltd,Japan,Basic Materials,11046340
MED Life SA,Romania,Health Care,1363450
MEIJI Holdings Co Ltd,Japan,Consumer Staples,93081885
MEKO AB,Sweden,Consumer Discretionary,8276886
METAWATER Co Ltd,Japan,Industrials,2892283
METRO AG,Germany,Consumer Staples,30390373
MFA Financial Inc,United States,Financials,9121819
MFE-MediaForEurope NV,Italy,Consumer Discretionary,8566829
MFEC PCL,Thailand,Technology,3018957
MFO SA,Poland,Basic Materials,1133464
MGB Bhd,Malaysia,Industrials,944381
MGIC Investment Corp,United States,Financials,17554446
MGM China Holdings Ltd,Hong Kong,Consumer Discretionary,13252349
MGM Resorts International,United States,Consumer Discretionary,163272893
MGP Ingredients Inc,United States,Consumer Staples,106
MHP SE,Ukraine,Consumer Staples,12458951
MIMAKI ENGINEERING CO LTD,Japan,Industrials,2087387
MINEBEA MITSUMI Inc,Japan,Industrials,106938956
MINISO Group Holding Ltd,China,Consumer Discretionary,55527986
MIPS AB,Sweden,Consumer Discretionary,22939277
MIRAIT ONE corp,Japan,Industrials,19321932
MISC Bhd,Malaysia,Industrials,67488082
MISUMI Group Inc,Japan,Industrials,101637139
MIXI Inc,Japan,Consumer Discretionary,15149795
MK Restaurants Group PCL,Thailand,Consumer Discretionary,8717362
MKS Instruments Inc,United States,Industrials,74359895
MLP Group SA,Poland,Real Estate,13121196
MLP SE,Germany,Financials,2081991
MLP Saglik Hizmetleri AS,Turkey,Health Care,29874730
MM Group for Industry & International Trade SAE,Egypt,Consumer Discretionary,590111
MOL Hungarian Oil & Gas PLC,Hungary,Energy,24218679
MOS Food Services Inc,Japan,Consumer Discretionary,439035
MP Evans Group PLC,United Kingdom,Consumer Staples,10296004
MP Materials Corp,United States,Basic Materials,19805584
MR DIY Group M Bhd,Malaysia,Consumer Discretionary,7442520
MRC Global Inc,United States,Energy,3857298
MRF Ltd,India,Consumer Discretionary,19466456
MRV Engenharia e Participacoes SA,Brazil,Consumer Discretionary,11542048
MS&AD Insurance Group Holdings Inc,Japan,Financials,361458114
MSA Safety Inc,United States,Industrials,51983090
MSC Industrial Direct Co Inc,United States,Industrials,38273182
MSCI Inc,United States,Financials,374741417
MTAG Group Bhd,Malaysia,Industrials,1146571
MTI Ltd,Japan,Technology,869879
MTN Group Ltd,South Africa,Telecommunications,213750488
MTN Nigeria Communications PLC,Nigeria,Telecommunications,5417860
MTR Corp Ltd,Hong Kong,Industrials,128507792
MTU Aero Engines AG,Germany,Industrials,296903020
MYR Group Inc,United States,Industrials,1307394
Maanshan Iron & Steel Co Ltd,China,Basic Materials,2919947
Maas Group Holdings Ltd,Australia,Industrials,3988735
Mabanee Co KPSC,Kuwait,Real Estate,69484552
Mabuchi Motor Co Ltd,Japan,Industrials,23034629
